,Model,Dataset,AUROC,Accuracy,Train time,Inference time,Trainable params,Shuffling
0,BolT,BSNIP X FBIRN,0.7057119205298014,0.6012861736334405,1105.0736010074615,0.001294868168723545,675785,None
1,BolT,BSNIP X FBIRN,0.6915149006622517,0.5659163987138264,1106.1177167892456,0.0013689703496706064,675785,None
2,BolT,BSNIP X FBIRN,0.7741721854304634,0.6463022508038585,1112.7150900363922,0.0013240410967271811,675785,None
3,BolT,BSNIP X FBIRN,0.7055877483443709,0.617363344051447,1104.0771856307983,0.0012935879146171152,675785,None
4,BolT,BSNIP X FBIRN,0.6531456953642384,0.5884244372990354,1104.4124701023102,0.0027893547843123555,675785,None
5,BolT,BSNIP X FBIRN,0.7513245033112582,0.5241157556270096,1107.4937567710876,0.0024096682140681523,675785,None
6,BolT,BSNIP X FBIRN,0.760637417218543,0.662379421221865,1109.5446982383728,0.002782387748791857,675785,None
7,BolT,BSNIP X FBIRN,0.7656043046357616,0.6945337620578779,1108.3623852729795,0.0013238839397859729,675785,None
8,BolT,BSNIP X FBIRN,0.6768625827814568,0.6077170418006431,1108.775249004364,0.0015574705179097952,675785,None
9,BolT,BSNIP X FBIRN,0.7081539735099338,0.6302250803858521,1101.6815011501312,0.002780128521934583,675785,None
10,BolT,BSNIP X FBIRN,0.7774834437086093,0.6591639871382636,1106.524527311325,0.0016423429323545989,675785,None
11,BolT,BSNIP X FBIRN,0.7825745033112582,0.5530546623794212,1106.71684217453,0.001304720759008475,675785,None
12,BolT,BSNIP X FBIRN,0.7365066225165563,0.5401929260450161,1098.345701932907,0.002895311527313527,675785,None
13,BolT,BSNIP X FBIRN,0.6954056291390729,0.6141479099678456,1098.1073348522186,0.0013200178790322454,675785,None
14,BolT,BSNIP X FBIRN,0.7404387417218543,0.5241157556270096,1099.5817348957062,0.001302859407529187,675785,None
15,BolT,BSNIP X FBIRN,0.8001655629139073,0.6720257234726688,1106.559938430786,0.001305491211330009,675785,None
16,BolT,BSNIP X FBIRN,0.7533112582781457,0.5434083601286174,1106.6049065589905,0.0012907376243370522,675785,None
17,BolT,BSNIP X FBIRN,0.6223509933774835,0.5884244372990354,1100.7964890003204,0.002784906092947319,675785,None
18,BolT,BSNIP X FBIRN,0.6653145695364238,0.6205787781350482,1107.4722697734833,0.00130149022559261,675785,None
19,BolT,BSNIP X FBIRN,0.7424668874172187,0.6334405144694534,1099.473513364792,0.0012882399789006765,675785,None
20,BolT,BSNIP X FBIRN,0.7857615894039736,0.5530546623794212,1094.333223819733,0.0029473304748535156,675785,None
21,BolT,BSNIP X FBIRN,0.7299254966887417,0.617363344051447,1099.623407125473,0.0028278222038048257,675785,None
22,BolT,BSNIP X FBIRN,0.767342715231788,0.6655948553054662,1103.7853066921234,0.003231024052169162,675785,None
23,BolT,BSNIP X FBIRN,0.8085678807947021,0.662379421221865,1109.509450674057,0.0012845126762267478,675785,None
24,BolT,BSNIP X FBIRN,0.7508692052980133,0.6463022508038585,1099.8969061374664,0.0013036781568619216,675785,None
25,BolT,BSNIP X FBIRN,0.8064569536423841,0.639871382636656,1095.3939566612244,0.002760391909976481,675785,None
26,BolT,BSNIP X FBIRN,0.7570364238410597,0.5498392282958199,1099.6621417999268,0.0013734052418895857,675785,None
27,BolT,BSNIP X FBIRN,0.7887417218543046,0.6784565916398714,1096.8501405715942,0.002904254140577899,675785,None
28,BolT,BSNIP X FBIRN,0.765066225165563,0.662379421221865,1101.2495410442352,0.002928601200557598,675785,None
29,BolT,BSNIP X FBIRN,0.7383278145695364,0.5852090032154341,1104.9954907894137,0.001296708821483747,675785,None
30,BolT,BSNIP X FBIRN,0.7348923841059603,0.6334405144694534,1100.096241235733,0.0013762080017776734,675785,None
31,BolT,BSNIP X FBIRN,0.8121688741721855,0.7266881028938906,1097.857364177704,0.0012883273734923728,675785,None
32,BolT,BSNIP X FBIRN,0.7258692052980132,0.6463022508038585,1101.2084000110626,0.0012883151075847663,675785,None
33,BolT,BSNIP X FBIRN,0.7620447019867549,0.684887459807074,1097.6015174388883,0.0013221122827560571,675785,None
34,BolT,BSNIP X FBIRN,0.7583195364238411,0.6527331189710611,1102.115065574646,0.002213364628733546,675785,None
35,BolT,BSNIP X FBIRN,0.6911837748344372,0.6237942122186495,1085.8965711593628,0.0013186801284839102,675785,None
36,BolT,BSNIP X FBIRN,0.7727235099337748,0.6688102893890675,1095.8580701351166,0.0014926007322943096,675785,None
37,BolT,BSNIP X FBIRN,0.7389900662251656,0.6430868167202572,1100.8606793880465,0.0017063993349719275,675785,None
38,BolT,BSNIP X FBIRN,0.7753311258278145,0.6463022508038585,1100.9099612236023,0.0028103915824767476,675785,None
39,BolT,BSNIP X FBIRN,0.8134519867549669,0.729903536977492,1099.4760279655457,0.0013043167506766856,675785,None
40,BolT,BSNIP X FBIRN,0.7439155629139073,0.6270096463022508,1094.718763589859,0.0013301334197114902,675785,None
41,BolT,BSNIP X FBIRN,0.754884105960265,0.5209003215434084,1100.9538555145264,0.001790831709981348,675785,None
42,BolT,BSNIP X FBIRN,0.6827400662251656,0.6302250803858521,1092.232651233673,0.0012928511935414993,675785,None
43,BolT,BSNIP X FBIRN,0.7506208609271523,0.6591639871382636,1094.6135358810425,0.0012958356421860083,675785,None
44,BolT,BSNIP X FBIRN,0.7456125827814569,0.5755627009646302,1104.239671707153,0.0013074905542698704,675785,None
45,BolT,BSNIP X FBIRN,0.7334023178807948,0.5884244372990354,1101.42378783226,0.0012841899295328511,675785,None
46,BolT,BSNIP X FBIRN,0.7426738410596027,0.6077170418006431,1095.2467484474182,0.002773867542720684,675785,None
47,BolT,BSNIP X FBIRN,0.7334023178807947,0.6591639871382636,1095.9772398471832,0.0014218962077542517,675785,None
48,BolT,BSNIP X FBIRN,0.7209437086092716,0.5819935691318328,1102.0870566368103,0.002888111439548505,675785,None
49,BolT,BSNIP X FBIRN,0.7653973509933775,0.5305466237942122,1099.181957244873,0.0012842420596401792,675785,None
0,BolT,COBRE X FBIRN,0.728725165562914,0.6270096463022508,215.31003284454343,0.0028257155341734072,675785,None
1,BolT,COBRE X FBIRN,0.735182119205298,0.594855305466238,215.87187123298645,0.001294178978039904,675785,None
2,BolT,COBRE X FBIRN,0.7455298013245033,0.6430868167202572,212.5042164325714,0.0012707679601344263,675785,None
3,BolT,COBRE X FBIRN,0.7377483443708609,0.6430868167202572,215.9133312702179,0.002126732823166433,675785,None
4,BolT,COBRE X FBIRN,0.7583195364238411,0.6784565916398714,214.24646091461184,0.001468436127690257,675785,None
5,BolT,COBRE X FBIRN,0.7548427152317881,0.6141479099678456,213.84263968467712,0.0013046026996477624,675785,None
6,BolT,COBRE X FBIRN,0.7514900662251656,0.6302250803858521,214.31174683570865,0.001282248849654121,675785,None
7,BolT,COBRE X FBIRN,0.7213576158940398,0.6366559485530546,214.52607798576355,0.0013322853198772075,675785,None
8,BolT,COBRE X FBIRN,0.7584850993377482,0.6366559485530546,215.6344482898712,0.0013115107054879043,675785,None
9,BolT,COBRE X FBIRN,0.733319536423841,0.6430868167202572,214.6028904914856,0.0012920040792974246,675785,None
10,BolT,COBRE X FBIRN,0.7183360927152318,0.6591639871382636,214.0641896724701,0.001432385858615495,675785,None
